subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uep002,3,2,1,RR,-2.0,-22.0,2,2.633225554076814,1,6.67686845664973,133.95351377553573,146.26360778626227,3,0
uep002,3,2,2,RR,5.0,-17.0,2,2.1179211113078376,1,6.83539521919203,146.26360778626227,158.21692411676216,3,0
uep002,3,2,3,RR,-0.0,-18.0,2,1.3361167360940558,1,6.7132020063262,158.21692411676216,169.26624285918243,3,0
uep002,3,2,4,RR,4.0,-30.0,2,2.1225037581532407,1,5.595971006663199,169.26624285918243,179.98471762399888,3,0
uep002,3,2,5,RR,2.0,-18.0,2,1.90023860908185,1,6.581951556236978,179.98471762399888,191.4669077893177,3,0
uep002,3,2,6,RR,-3.0,-24.0,2,1.0585978138252707,1,5.050053834529431,191.4669077893177,200.57555943767238,3,0
uep002,3,2,7,RR,4.0,-18.0,2,2.145964324964755,1,5.492275020469046,200.57555943767238,211.21379878310617,3,0
uep002,3,2,8,RR,12.0,-15.0,2,2.174996298662137,1,5.074095944057837,211.21379878310617,221.46289102582614,3,0
uep002,3,2,9,RR,-3.0,-21.0,2,2.7233837727151218,1,6.631094194109439,221.46289102582614,233.8173689926507,3,0
uep002,3,2,10,RR,-2.0,-21.0,2,1.052325379306576,1,6.219296312119998,233.8173689926507,244.0889906840773,3,0
