subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uep000,8,4,1,SR,-13.0,2.0,2,1.5187774289997251,1,5.661913116713046,362.22846869843846,372.4091592441512,0,6
uep000,8,4,2,SR,-13.0,1.0,2,1.115872006126332,1,5.551240903797253,372.4091592441512,382.0762721540748,0,6
uep000,8,4,3,SR,-13.0,4.0,2,2.379759632941421,1,6.521634922551134,382.0762721540748,393.97766670956736,0,6
uep000,8,4,4,SR,-13.0,-2.0,2,2.409477977046442,1,5.916680165183941,393.97766670956736,405.30382485179774,0,6
uep000,8,4,5,SR,-13.0,-6.0,2,1.6393290049466747,1,6.504485083819177,405.30382485179774,416.4476389405636,0,6
uep000,8,4,6,SR,-13.0,-1.0,2,2.4570752859632154,1,6.9795777217063115,416.4476389405636,428.88429194823317,0,6
uep000,8,4,7,SR,-13.0,-0.0,2,1.6440684641767107,1,6.329414725960847,428.88429194823317,439.85777513837076,0,6
uep000,8,4,8,SR,-13.0,2.0,2,1.7413301032696074,1,5.927053613612863,439.85777513837076,450.52615885525324,0,6
uep000,8,4,9,SR,-13.0,-6.0,2,2.674071551490785,1,5.558758331634462,450.52615885525324,461.7589887383785,0,6
uep000,8,4,10,SR,-13.0,-3.0,2,2.1870879276345807,1,6.96959995212492,461.7589887383785,473.915676618138,0,6
