subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uepP002,6,2,1,RR,-14.0,-6.0,2,2.2051727342521312,1,3.0690691434699504,102.5061899529786,110.78043183070068,2,3
uepP002,6,2,2,RR,-8.0,-3.0,2,1.0481030774571762,1,2.9911522828760075,110.78043183070068,117.81968719103385,2,3
uepP002,6,2,3,RR,-5.0,3.0,2,1.666600898935396,1,2.243050915011368,117.81968719103385,124.72933900498062,2,3
uepP002,6,2,4,RR,-8.0,-10.0,2,1.6486360700042124,1,2.302861210095492,124.72933900498062,131.68083628508032,2,3
uepP002,6,2,5,RR,-8.0,-4.0,2,2.202700946697642,1,3.912906967451331,131.68083628508032,140.79644419922928,2,3
uepP002,6,2,6,RR,-6.0,-7.0,2,1.987124946835077,1,3.792944517796764,140.79644419922928,149.57651366386114,2,3
uepP002,6,2,7,RR,2.0,-6.0,2,1.6017257458278678,1,2.0353993265109533,149.57651366386114,156.21363873619995,2,3
uepP002,6,2,8,RR,-5.0,-1.0,2,1.260889917965892,1,3.8316803018452914,156.21363873619995,164.30620895601115,2,3
uepP002,6,2,9,RR,-5.0,-2.0,2,2.204350948301319,1,3.3988396062564505,164.30620895601115,172.9093995105689,2,3
uepP002,6,2,10,RR,-11.0,-11.0,2,2.904483727141332,1,3.329390365479478,172.9093995105689,182.1432736031897,2,3
