subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uepP000,7,1,1,RR,12.0,0.0,2,2.262789807651844,1,3.2253325729332194,16,24.48812238058506,3,0
uepP000,7,1,2,RR,10.0,4.0,2,1.6915319909642303,1,2.8723447063954097,24.48812238058506,32.0519990779447,3,0
uepP000,7,1,3,RR,11.0,1.0,2,1.0787568309413402,1,2.3258132940871015,32.0519990779447,38.45656920297314,3,0
uepP000,7,1,4,RR,9.0,3.0,2,2.9124929635729933,1,2.3117360480732403,38.45656920297314,46.68079821461938,3,0
uepP000,7,1,5,RR,14.0,0.0,2,2.356726567500883,1,3.519049640813069,46.68079821461938,55.55657442293334,3,0
uepP000,7,1,6,RR,19.0,-5.0,2,1.1590304299980134,1,2.8170395381331144,55.55657442293334,62.532644391064466,3,0
uepP000,7,1,7,RR,14.0,4.0,2,2.2364940447275083,1,2.190270208309197,62.532644391064466,69.95940864410117,3,0
uepP000,7,1,8,RR,10.0,-2.0,2,2.1180965385947546,1,3.243259548080741,69.95940864410117,78.32076473077667,3,0
uepP000,7,1,9,RR,13.0,3.0,2,1.9338725348213028,1,2.4751405197014806,78.32076473077667,85.72977778529946,3,0
uepP000,7,1,10,RR,19.0,-5.0,2,1.4264460386877273,1,2.9092045605725962,85.72977778529946,93.06542838455978,3,0
