subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uepP000,2,2,1,SR,-0.0,1.0,2,1.7198853281875575,1,3.6193658077749093,101.5063810138726,109.84563214983507,3,5
uepP000,2,2,2,SR,-0.0,0.0,2,2.076923175642843,1,3.5149841414806495,109.84563214983507,118.43753946695857,3,5
uepP000,2,2,3,SR,-0.0,0.0,2,2.3564062457439925,1,2.7704955090691357,118.43753946695857,126.5644412217717,3,5
uepP000,2,2,4,SR,-0.0,-3.0,2,2.168817932340079,1,2.806597722102487,126.5644412217717,134.53985687621426,3,5
uepP000,2,2,5,SR,-0.0,-3.0,2,1.5246635411768494,1,3.3658842533161475,134.53985687621426,142.43040467070728,3,5
uepP000,2,2,6,SR,-0.0,-2.0,2,1.4273493170022689,1,2.6052985295554016,142.43040467070728,149.46305251726494,3,5
uepP000,2,2,7,SR,-0.0,-5.0,2,2.7372596463563936,1,2.205774824088846,149.46305251726494,157.40608698771018,3,5
uepP000,2,2,8,SR,-0.0,-9.0,2,1.7046706611291447,1,2.586228985351134,157.40608698771018,164.69698663419047,3,5
uepP000,2,2,9,SR,-0.0,-0.0,2,2.187765866080093,1,3.8968783161959957,164.69698663419047,173.78163081646656,3,5
uepP000,2,2,10,SR,-0.0,-4.0,2,1.6945749036145785,1,2.5304546158775922,173.78163081646656,181.00666033595874,3,5
