subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uep000,7,4,1,SR,-12.0,-15.0,2,1.0385811358153065,1,6.917329571565363,359.96758822743817,370.92349893481884,4,3
uep000,7,4,2,SR,-12.0,-22.0,2,2.9525233945615947,1,6.1699581705768285,370.92349893481884,383.04598049995724,4,3
uep000,7,4,3,SR,-12.0,-21.0,2,1.8754426886219924,1,5.428904342772862,383.04598049995724,393.3503275313521,4,3
uep000,7,4,4,SR,-12.0,-24.0,2,2.75279580648429,1,6.232997937354641,393.3503275313521,405.33612127519103,4,3
uep000,7,4,5,SR,-12.0,-21.0,2,1.1297140032514967,1,5.656220396677334,405.33612127519103,415.12205567511984,4,3
uep000,7,4,6,SR,-12.0,-14.0,2,1.39690383498793,1,6.013496070269448,415.12205567511984,425.53245558037725,4,3
uep000,7,4,7,SR,-12.0,-19.0,2,2.501013815817317,1,6.521288000184674,425.53245558037725,437.5547573963792,4,3
uep000,7,4,8,SR,-12.0,-26.0,2,2.9254385151918507,1,5.187858923575173,437.5547573963792,448.6680548351462,4,3
uep000,7,4,9,SR,-12.0,-23.0,2,1.4821528296494926,1,6.139727930368011,448.6680548351462,459.2899355951637,4,3
uep000,7,4,10,SR,-12.0,-21.0,2,1.5476051074623958,1,6.41696127670479,459.2899355951637,470.2545019793309,4,3
