subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uep000,6,3,1,SS,12.0,4.0,2,1.4205262695631924,1,6.669179282822106,246.0682288011702,257.1579343535555,6,1
uep000,6,3,2,SS,12.0,4.0,2,1.5787744206828367,1,5.518840674859831,257.1579343535555,267.2555494490982,6,1
uep000,6,3,3,SS,12.0,4.0,2,1.0391434387119918,1,5.807144675728939,267.2555494490982,277.10183756353916,6,1
uep000,6,3,4,SS,12.0,4.0,2,1.9054233378914114,1,6.142706217289215,277.10183756353916,288.1499671187198,6,1
uep000,6,3,5,SS,12.0,4.0,2,1.0343173488015656,1,5.215620480338615,288.1499671187198,297.39990494785997,6,1
uep000,6,3,6,SS,12.0,4.0,2,1.0155361314231277,1,6.0811720869439725,297.39990494785997,307.49661316622706,6,1
uep000,6,3,7,SS,12.0,4.0,2,2.5357342976573864,1,5.557069737151636,307.49661316622706,318.5894172010361,6,1
uep000,6,3,8,SS,12.0,4.0,2,2.618349594242254,1,5.510273259093269,318.5894172010361,329.7180400543716,6,1
uep000,6,3,9,SS,12.0,4.0,2,2.93418806392875,1,6.805434075027902,329.7180400543716,342.45766219332825,6,1
uep000,6,3,10,SS,12.0,4.0,2,2.9148746961998864,1,6.826946729969691,342.45766219332825,355.1994836194978,6,1
