subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uepP001,7,2,1,RR,-28.0,5.0,2,2.2810037858457513,1,2.6124019055492784,103.60332946528662,111.49673515668165,1,7
uepP001,7,2,2,RR,-18.0,-7.0,2,1.2422701488797556,1,2.490752990130389,111.49673515668165,118.2297582956918,1,7
uepP001,7,2,3,RR,-24.0,9.0,2,1.3526072033793572,1,3.3613953690987657,118.2297582956918,125.94376086816993,1,7
uepP001,7,2,4,RR,-19.0,2.0,2,2.1077814745301247,1,2.0872651837911462,125.94376086816993,133.1388075264912,1,7
uepP001,7,2,5,RR,-24.0,1.0,2,1.0064759664972518,1,2.6439120516063515,133.1388075264912,139.7891955445948,1,7
uepP001,7,2,6,RR,-22.0,-1.0,2,2.348482612561426,1,2.3947777693642314,139.7891955445948,147.53245592652047,1,7
uepP001,7,2,7,RR,-22.0,-0.0,2,2.170302055498317,1,3.324089055325752,147.53245592652047,156.02684703734454,1,7
uepP001,7,2,8,RR,-19.0,-3.0,2,2.9172298717921405,1,2.4819279150369704,156.02684703734454,164.42600482417365,1,7
uepP001,7,2,9,RR,-15.0,3.0,2,2.731257723551295,1,2.93392551943488,164.42600482417365,173.09118806715983,1,7
uepP001,7,2,10,RR,-9.0,0.0,2,2.330469001947262,1,2.185812616396529,173.09118806715983,180.60746968550362,1,7
