subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uep000,8,2,1,RS,10.0,-2.0,2,1.7799630163894604,1,5.4026700237252285,131.73371742715648,141.91635046727117,1,7
uep000,8,2,2,RS,15.0,-2.0,2,1.764231524201695,1,5.430089213089723,141.91635046727117,152.1106712045626,1,7
uep000,8,2,3,RS,15.0,-2.0,2,2.639358533434147,1,5.421291101868226,152.1106712045626,163.171320839865,1,7
uep000,8,2,4,RS,15.0,-2.0,2,2.002729410846648,1,6.547084266124122,163.171320839865,174.72113451683578,1,7
uep000,8,2,5,RS,11.0,-2.0,2,2.2108353984740714,1,5.146056782247266,174.72113451683578,185.0780266975571,1,7
uep000,8,2,6,RS,8.0,-2.0,2,1.23130473630688,1,6.1126770019733545,185.0780266975571,195.42200843583734,1,7
uep000,8,2,7,RS,10.0,-2.0,2,2.706997895652811,1,6.827630871802051,195.42200843583734,207.95663720329222,1,7
uep000,8,2,8,RS,9.0,-2.0,2,2.5183720064144777,1,5.974089161381723,207.95663720329222,219.4490983710884,1,7
uep000,8,2,9,RS,4.0,-2.0,2,2.06963990515823,1,5.563708380356289,219.4490983710884,230.08244665660294,1,7
uep000,8,2,10,RS,23.0,-2.0,2,2.9586272688439834,1,5.960466514359693,230.08244665660294,242.00154043980663,1,7
