subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uepP001,1,1,1,RS,-19.0,-7.0,2,2.48223610416683,1,3.1268582031077434,16,24.609094307274574,7,5
uepP001,1,1,2,RS,-19.0,-7.0,2,1.8294456709064837,1,2.9506093095299044,24.609094307274574,32.389149287710964,7,5
uepP001,1,1,3,RS,-14.0,-7.0,2,1.2316408174278286,1,2.976358925521005,32.389149287710964,39.5971490306598,7,5
uepP001,1,1,4,RS,-15.0,-7.0,2,2.194247652682007,1,2.656811558164443,39.5971490306598,47.44820824150625,7,5
uepP001,1,1,5,RS,-15.0,-7.0,2,1.1765617293669712,1,3.0616663457479794,47.44820824150625,54.686436316621204,7,5
uepP001,1,1,6,RS,-21.0,-7.0,2,2.4935744009012657,1,2.190847986389703,54.686436316621204,62.37085870391218,7,5
uepP001,1,1,7,RS,-12.0,-7.0,2,1.8748225029728478,1,3.809190590175116,62.37085870391218,71.05487179706014,7,5
uepP001,1,1,8,RS,-18.0,-7.0,2,2.747051482582652,1,3.712480148731481,71.05487179706014,80.51440342837428,7,5
uepP001,1,1,9,RS,-13.0,-7.0,2,1.1220597912476475,1,2.790798508200454,80.51440342837428,87.42726172782238,7,5
uepP001,1,1,10,RS,-10.0,-7.0,2,2.372044293770527,1,2.178490386852999,87.42726172782238,94.97779640844591,7,5
