subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uep000,7,3,1,SS,-8.0,-5.0,2,2.2545082913523222,1,6.210787947247187,243.13760239091025,254.60289862950975,6,7
uep000,7,3,2,SS,-8.0,-5.0,2,1.0430454502110034,1,6.9259134946055765,254.60289862950975,265.5718575743264,6,7
uep000,7,3,3,SS,-8.0,-5.0,2,2.19163240637273,1,5.717702937066349,265.5718575743264,276.48119291776544,6,7
uep000,7,3,4,SS,-8.0,-5.0,2,1.322843730492703,1,6.194624871134944,276.48119291776544,286.99866151939307,6,7
uep000,7,3,5,SS,-8.0,-5.0,2,2.200671022811017,1,5.487075207574897,286.99866151939307,297.686407749779,6,7
uep000,7,3,6,SS,-8.0,-5.0,2,2.648288004882387,1,6.709734004040737,297.686407749779,310.0444297587021,6,7
uep000,7,3,7,SS,-8.0,-5.0,2,2.241313564172832,1,5.542264250132691,310.0444297587021,320.82800757300765,6,7
uep000,7,3,8,SS,-8.0,-5.0,2,2.6020001128445998,1,6.905904842924029,320.82800757300765,333.3359125287763,6,7
uep000,7,3,9,SS,-8.0,-5.0,2,1.6943969480012429,1,5.771554677591919,333.3359125287763,343.80186415436947,6,7
uep000,7,3,10,SS,-8.0,-5.0,2,1.1571358089927208,1,6.008588264075977,343.80186415436947,353.96758822743817,6,7
