subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uep002,6,4,1,RR,-4.0,11.0,2,2.6814267470984063,1,5.705772800161564,363.5916989459742,374.97889849323417,3,4
uep002,6,4,2,RR,-0.0,11.0,2,1.8192977733079305,1,6.194031046600298,374.97889849323417,385.9922273131424,3,4
uep002,6,4,3,RR,1.0,11.0,2,2.7717530021355463,1,6.3306376895196905,385.9922273131424,398.0946180047976,3,4
uep002,6,4,4,RR,0.0,10.0,2,2.2468004774153436,1,5.990942198241499,398.0946180047976,409.3323606804544,3,4
uep002,6,4,5,RR,0.0,11.0,2,1.1168709830715318,1,5.682927430366892,409.3323606804544,419.1321590938928,3,4
uep002,6,4,6,RR,-0.0,17.0,2,2.1428547392583024,1,5.850526176418668,419.1321590938928,430.1255400095698,3,4
uep002,6,4,7,RR,-3.0,13.0,2,1.2769136282667486,1,5.263832378374261,430.1255400095698,439.66628601621085,3,4
uep002,6,4,8,RR,1.0,4.0,2,1.617872954676225,1,5.290893656211536,439.66628601621085,449.5750526270986,3,4
uep002,6,4,9,RR,-2.0,10.0,2,1.6103306403045283,1,6.567164507105989,449.5750526270986,460.75254777450914,3,4
uep002,6,4,10,RR,1.0,8.0,2,1.9065251827055067,1,6.716719188577237,460.75254777450914,472.3757921457919,3,4
