subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uepP001,5,4,1,SS,-12.0,-12.0,2,1.9129281743306366,1,2.9634268187890207,281.78482951156803,289.6611845046877,7,2
uepP001,5,4,2,SS,-12.0,-12.0,2,2.8548139968971036,1,2.2548403741901577,289.6611845046877,297.770838875775,7,2
uepP001,5,4,3,SS,-12.0,-12.0,2,2.9449306091969225,1,2.567289633407661,297.770838875775,306.2830591183796,7,2
uepP001,5,4,4,SS,-12.0,-12.0,2,2.170661620195938,1,3.1118257867863512,306.2830591183796,314.56554652536187,7,2
uepP001,5,4,5,SS,-12.0,-12.0,2,1.209658265201553,1,2.557510967854072,314.56554652536187,321.33271575841746,7,2
uepP001,5,4,6,SS,-12.0,-12.0,2,1.7645995268116574,1,2.61107546558269,321.33271575841746,328.7083907508118,7,2
uepP001,5,4,7,SS,-12.0,-12.0,2,2.980110083920792,1,2.887091405956353,328.7083907508118,337.575592240689,7,2
uepP001,5,4,8,SS,-12.0,-12.0,2,2.3581442849666745,1,2.167796279132805,337.575592240689,345.10153280478846,7,2
uepP001,5,4,9,SS,-12.0,-12.0,2,2.9516478723254203,1,3.5475170679231756,345.10153280478846,354.60069774503705,7,2
uepP001,5,4,10,SS,-12.0,-12.0,2,1.0892528906624905,1,2.8953930690678105,354.60069774503705,361.58534370476735,7,2
