subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uep002,2,2,1,RS,-3.0,-4.0,2,1.4777975922968412,1,5.031418387704444,136.68828809205857,146.19750407205984,4,7
uep002,2,2,2,RS,-7.0,-4.0,2,1.7652008383323359,1,5.461608105326411,146.19750407205984,156.42431301571858,4,7
uep002,2,2,3,RS,2.0,-4.0,2,1.0373728056414726,1,6.091621090426363,156.42431301571858,166.55330691178642,4,7
uep002,2,2,4,RS,-7.0,-4.0,2,1.7089661968711884,1,5.55153699325044,166.55330691178642,176.81381010190805,4,7
uep002,2,2,5,RS,-6.0,-4.0,2,2.985979681117894,1,5.301182988308828,176.81381010190805,188.10097277133477,4,7
uep002,2,2,6,RS,-7.0,-4.0,2,2.267719678053866,1,6.096144891500774,188.10097277133477,199.46483734088943,4,7
uep002,2,2,7,RS,-2.0,-4.0,2,2.0308772436418714,1,5.240480741963061,199.46483734088943,209.73619532649437,4,7
uep002,2,2,8,RS,-3.0,-4.0,2,1.5267331719124897,1,6.896371335439687,209.73619532649437,221.15929983384655,4,7
uep002,2,2,9,RS,0.0,-4.0,2,1.6129116218963209,1,6.144183521947699,221.15929983384655,231.91639497769057,4,7
uep002,2,2,10,RS,-1.0,-4.0,2,1.7896884103713087,1,6.811894067153482,231.91639497769057,243.51797745521534,4,7
