subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uepP001,2,1,1,SR,4.0,-3.0,2,2.1899148302521008,1,3.1320369041199108,16,24.32195173437201,7,1
uepP001,2,1,2,SR,4.0,-0.0,2,2.568761834664947,1,2.198289377494815,24.32195173437201,32.08900294653177,7,1
uepP001,2,1,3,SR,4.0,2.0,2,2.8187878908850807,1,3.225077787210492,32.08900294653177,41.13286862462735,7,1
uepP001,2,1,4,SR,4.0,9.0,2,2.3661073565562765,1,2.2340991717416268,41.13286862462735,48.73307515292525,7,1
uepP001,2,1,5,SR,4.0,6.0,2,2.251035093449251,1,2.931494237134643,48.73307515292525,56.91560448350915,7,1
uepP001,2,1,6,SR,4.0,9.0,2,1.2351605583605978,1,2.431969541371003,56.91560448350915,63.58273458324075,7,1
uepP001,2,1,7,SR,4.0,13.0,2,1.6980996794819754,1,2.3104362544911288,63.58273458324075,70.59127051721384,7,1
uepP001,2,1,8,SR,4.0,11.0,2,2.8850581795324004,1,2.129591667057195,70.59127051721384,78.60592036380343,7,1
uepP001,2,1,9,SR,4.0,-0.0,2,2.368083329761621,1,2.2205168593462306,78.60592036380343,86.19452055291129,7,1
uepP001,2,1,10,SR,4.0,3.0,2,2.0236263725981294,1,3.586936383194829,86.19452055291129,94.80508330870424,7,1
