subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uepP001,6,2,1,RS,9.0,4.0,2,1.0881922903557104,1,3.02934933803103,99.22236236398659,106.33990399237332,2,7
uepP001,6,2,2,RS,5.0,4.0,2,1.714552699680185,1,3.712026759652101,106.33990399237332,114.76648345170561,2,7
uepP001,6,2,3,RS,4.0,4.0,2,1.2851582745988888,1,3.6425256083317823,114.76648345170561,122.69416733463628,2,7
uepP001,6,2,4,RS,11.0,4.0,2,2.1822003707288724,1,3.0089291642378035,122.69416733463628,130.88529686960297,2,7
uepP001,6,2,5,RS,8.0,4.0,2,1.6463073722656116,1,2.6622624192458613,130.88529686960297,138.19386666111444,2,7
uepP001,6,2,6,RS,8.0,4.0,2,2.55748120480776,1,2.8419301792066474,138.19386666111444,146.59327804512887,2,7
uepP001,6,2,7,RS,3.0,4.0,2,1.1231875508680065,1,3.1437709929895594,146.59327804512887,153.86023658898645,2,7
uepP001,6,2,8,RS,-2.0,4.0,2,1.4899801775608346,1,2.7824833045912674,153.86023658898645,161.13270007113854,2,7
uepP001,6,2,9,RS,5.0,4.0,2,2.768418247636083,1,2.578427538893085,161.13270007113854,169.47954585766772,2,7
uepP001,6,2,10,RS,4.0,4.0,2,1.2849976968587784,1,3.310139994647537,169.47954585766772,177.074683549174,2,7
