subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uepP002,2,4,1,SS,-2.0,-3.0,2,2.8503371961394794,1,2.4367212301496455,278.00400096229964,286.2910593885888,4,3
uepP002,2,4,2,SS,-2.0,-3.0,2,1.724299249776624,1,3.1082016747934773,286.2910593885888,294.12356031315886,4,3
uepP002,2,4,3,SS,-2.0,-3.0,2,1.0427144083214865,1,3.4809122932537653,294.12356031315886,301.64718701473413,4,3
uepP002,2,4,4,SS,-2.0,-3.0,2,2.832999284704682,1,2.7264646694498103,301.64718701473413,310.2066509688886,4,3
uepP002,2,4,5,SS,-2.0,-3.0,2,1.6251868407665229,1,2.9867292973434587,310.2066509688886,317.81856710699856,4,3
uepP002,2,4,6,SS,-2.0,-3.0,2,1.647450150611226,1,2.438539855827693,317.81856710699856,324.9045571134375,4,3
uepP002,2,4,7,SS,-2.0,-3.0,2,2.036060780184067,1,3.957658963441511,324.9045571134375,333.8982768570631,4,3
uepP002,2,4,8,SS,-2.0,-3.0,2,1.2172037346406583,1,2.1214160989423845,333.8982768570631,340.2368966906461,4,3
uepP002,2,4,9,SS,-2.0,-3.0,2,1.253357968433319,1,2.235909839557105,340.2368966906461,346.72616449863654,4,3
uepP002,2,4,10,SS,-2.0,-3.0,2,1.3589112584396612,1,2.2317857345198444,346.72616449863654,353.31686149159606,4,3
