subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uepP000,1,3,1,RR,-34.0,-21.0,2,1.370454842413088,1,3.548167375692757,182.03532176964413,189.95394398775,2,5
uepP000,1,3,2,RR,-22.0,-25.0,2,2.6676051761619894,1,3.504524913162533,189.95394398775,199.12607407707452,2,5
uepP000,1,3,3,RR,-23.0,-9.0,2,2.154582857919987,1,3.0031021474807567,199.12607407707452,207.28375908247526,2,5
uepP000,1,3,4,RR,-21.0,-13.0,2,1.6967877317075268,1,2.5280774151224445,207.28375908247526,214.50862422930524,2,5
uepP000,1,3,5,RR,-19.0,-9.0,2,2.869320422007924,1,2.6158020048288755,214.50862422930524,222.99374665614204,2,5
uepP000,1,3,6,RR,-24.0,-9.0,2,1.4883500521554747,1,3.513063928601414,222.99374665614204,230.99516063689893,2,5
uepP000,1,3,7,RR,-22.0,-11.0,2,1.0615099072405996,1,3.638348482593765,230.99516063689893,238.6950190267333,2,5
uepP000,1,3,8,RR,-28.0,-13.0,2,2.634281356568773,1,3.6159100763298038,238.6950190267333,247.94521045963188,2,5
uepP000,1,3,9,RR,-27.0,-7.0,2,1.1396287809085401,1,2.3383273611149082,247.94521045963188,254.42316660165534,2,5
uepP000,1,3,10,RR,-23.0,-13.0,2,1.1523445900440366,1,2.285308693929569,254.42316660165534,260.8608198856289,2,5
