subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uep001,5,2,1,SR,4.0,-11.0,2,2.2711449317446917,1,5.768663150453463,139.3318158114145,150.37162389361265,0,4
uep001,5,2,2,SR,4.0,-12.0,2,1.305798300510148,1,5.936508500514821,150.37162389361265,160.61393069463765,0,4
uep001,5,2,3,SR,4.0,-1.0,2,1.3724564851337484,1,5.229835428083569,160.61393069463765,170.21622260785495,0,4
uep001,5,2,4,SR,4.0,-17.0,2,1.5538750569715798,1,5.345615916144195,170.21622260785495,180.11571358097072,0,4
uep001,5,2,5,SR,4.0,-4.0,2,1.0931040484843229,1,5.415973563642855,180.11571358097072,189.6247911930979,0,4
uep001,5,2,6,SR,4.0,-1.0,2,1.7791473507199014,1,5.8287284541559,189.6247911930979,200.23266699797372,0,4
uep001,5,2,7,SR,4.0,-15.0,2,2.314148672322073,1,6.544451409230518,200.23266699797372,212.0912670795263,0,4
uep001,5,2,8,SR,4.0,-9.0,2,2.668375885781134,1,5.656064609841195,212.0912670795263,223.41570757514862,0,4
uep001,5,2,9,SR,4.0,-10.0,2,1.1106537161666257,1,5.481515665164057,223.41570757514862,233.00787695647932,0,4
uep001,5,2,10,SR,4.0,-13.0,2,1.7208285570874153,1,6.810983953660396,233.00787695647932,244.53968946722713,0,4
