subjectId,runId,blockId,trialId,condition,leftAnswer,rightAnswer,choiceDuration,isiDuration,feedbackDuration,itiDuration,stimOnset,itiOffset,leftColor,rightColor
uepP001,8,1,1,RS,9.0,14.0,2,1.6617893210229053,1,3.945994654632699,16,24.607783975655604,2,3
uepP001,8,1,2,RS,8.0,14.0,2,1.108549812993356,1,3.953194865701146,24.607783975655604,32.6695286543501,2,3
uepP001,8,1,3,RS,15.0,14.0,2,2.0982833970628496,1,2.1469120492166014,32.6695286543501,39.914724100629556,2,3
uepP001,8,1,4,RS,9.0,14.0,2,2.1860285917264326,1,2.6101977317606435,39.914724100629556,47.71095042411663,2,3
uepP001,8,1,5,RS,3.0,14.0,2,1.11641989062304,1,3.4385642048491736,47.71095042411663,55.265934519588846,2,3
uepP001,8,1,6,RS,-3.0,14.0,2,2.195210249603319,1,3.7277986950311237,55.265934519588846,64.18894346422329,2,3
uepP001,8,1,7,RS,11.0,14.0,2,1.096316567407221,1,3.106836687472465,64.18894346422329,71.39209671910297,2,3
uepP001,8,1,8,RS,13.0,14.0,2,1.6893628620102445,1,2.227939665421374,71.39209671910297,78.30939924653458,2,3
uepP001,8,1,9,RS,12.0,14.0,2,1.7594071417786725,1,3.350762736032946,78.30939924653458,86.4195691243462,2,3
uepP001,8,1,10,RS,5.0,14.0,2,1.0734502020322636,1,3.046053189165316,86.4195691243462,93.53907251554378,2,3
